runId;test-case;llm-agent;temperature;num-token;is-negative;in-context-learning-size;attempts;result;target-value;expression-type;generated-expression;expected-value;expected-expression;parseErrors;counterfactualFails;nullExpressions;onlyLiteralExpressions;duration(ms)
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1906.02057v1-291";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""three"";"""three""";"0";"2";"0";"0";"-240"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/2003.08875v1-453";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""84.0%"";"""84.0%""";"0";"2";"0";"0";"2091"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/2003.08875v1-453";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""87.9%"";"""87.9%""";"0";"2";"0";"0";"1924"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1812.10860v5-195";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""correlations"";"""correlations""";"0";"2";"0";"0";"1820"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1812.10860v5-195";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""correlations"";"""correlations""";"0";"2";"0";"0";"1811"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1812.10860v5-195";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""correlations"";"""correlations""";"0";"2";"0";"0";"1829"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1812.10860v5-195";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""best"";"""best""";"0";"2";"0";"0";"1877"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1812.10860v5-195";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""correlation"";"""correlation""";"0";"2";"0";"0";"1819"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1812.10860v5-195";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""correlation"";"""correlation""";"0";"2";"0";"0";"1787"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1812.10860v5-195";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""correlations"";"""correlations""";"0";"2";"0";"0";"1931"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.07855v1-304";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""similar"";"""similar""";"0";"2";"0";"0";"1903"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.07855v1-304";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""random guess"";"""random guess""";"0";"2";"0";"0";"1948"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.07855v1-304";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""SQA"";"""SQA""";"0";"2";"0";"0";"1890"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1702.00500v4-154";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""1-best"";"""1-best""";"0";"2";"0";"0";"1839"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1702.00500v4-154";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""more than 30%"";"""more than 30%""";"0";"2";"0";"0";"1958"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1702.00500v4-154";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""30%"";"""30%""";"0";"2";"0";"0";"1906"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1702.00500v4-155";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""1-best"";"""1-best""";"0";"2";"0";"0";"1790"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1702.00500v4-155";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""more than 30%"";"""more than 30%""";"0";"2";"0";"0";"-302"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1702.00500v4-155";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""30%"";"""30%""";"0";"2";"0";"0";"1871"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.01165v3-437";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""Table V"";"""Table V""";"0";"2";"0";"0";"1936"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.01165v3-437";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""Table V"";"""Table V""";"0";"2";"0";"0";"1937"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""the best"";"""the best""";"0";"2";"0";"0";"1787"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""the best performance"";"""the best performance""";"0";"2";"0";"0";"1822"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""0.009"";"""0.009""";"0";"2";"0";"0";"1810"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""0.001"";"""0.001""";"0";"2";"0";"0";"1905"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""the S+P model"";"""the S+P model""";"0";"2";"0";"0";"1824"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""the best performance"";"""the best performance""";"0";"2";"0";"0";"1901"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""the S+I model"";"""the S+I model""";"0";"2";"0";"0";"1961"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""the best performance"";"""the best performance""";"0";"2";"0";"0";"2170"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""the S+P+I model"";"""the S+P+I model""";"0";"2";"0";"0";"1798"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""the best performance"";"""the best performance""";"0";"2";"0";"0";"1871"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1807.01466v1-258";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""the S+P model"";"""the S+P model""";"0";"2";"0";"0";"1799"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-236";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""dramatic"";"""dramatic""";"0";"2";"0";"0";"2029"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-236";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""outperforms"";"""outperforms""";"0";"2";"0";"0";"1865"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-236";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""1.0"";"""1.0""";"0";"2";"0";"0";"-187"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-236";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""2.0"";"""2.0""";"0";"2";"0";"0";"1930"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""50%"";"""50%""";"0";"2";"0";"0";"1876"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""0%"";"""0%""";"0";"2";"0";"0";"1898"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""15%"";"""15%""";"0";"2";"0";"0";"1856"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""30%"";"""30%""";"0";"2";"0";"0";"1823"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""50%"";"""50%""";"0";"2";"0";"0";"1770"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""fast"";"""fast""";"0";"2";"0";"0";"1826"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""better"";"""better""";"0";"2";"0";"0";"1829"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""0%"";"""0%""";"0";"2";"0";"0";"1963"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Difference]";"NULL";""8 points"";"""8 points""";"0";"2";"0";"0";"1881"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Difference]";"NULL";""7 points"";"""7 points""";"0";"2";"0";"0";"1835"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1910.07124v1-237";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""50%"";"""50%""";"0";"2";"0";"0";"1774"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""PDP"";"""PDP""";"0";"2";"0";"0";"1923"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""60"";"""60""";"0";"2";"0";"0";"1934"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""WNLI"";"""WNLI""";"0";"2";"0";"0";"1816"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval]";"NULL";""145"";"""145""";"0";"2";"0";"0";"1789"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Comparison]";"NULL";""worse"";"""worse""";"0";"2";"0";"0";"-251"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Rank]";"NULL";""the most"";"""the most""";"0";"2";"0";"0";"1888"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval,Difference]";"NULL";""20%"";"""20%""";"0";"2";"0";"0";"1805"
"0";"/mnt/c/Users/Alfy/Lavoro/bristol/transp-text-new/testCases/scigen-SuggestionAgent/1908.08025v3-299";"authoringassistant.llm.LLMDummyAgent";"1.0";"4096";"false";"0";"2";"KO";"1";"[Data Retrieval,Difference]";"NULL";""8.2%"";"""8.2%""";"0";"2";"0";"0";"1798"
